65,Luis Alfredo,Lobo,Martinez,1,luisalfredo412@gmail.com,M,2015-10-3,0,,,,,
66,Duvan,Paternina,,1,duvan209@gmail.com,M,2011-7-19,0,,,,,
67,Jhon Mario,Caballero,,1,jhonmario45@gmail.com,M,2011-8-12,0,,,,,
68,Claudia Andrea,Herazo,Flores,1,claudiaandrea171@gmail.com,F,2004-11-1,0,,,,,
69,Rosa Helena,Benitez,,1,rosahelena783@gmail.com,F,2015-12-14,0,,,,,
70,Magda Lorena,Parra,Juez,1,magdalorena142@gmail.com,F,2014-2-21,0,,,,,
71,Yessika,Osorio,Herazo,1,yessika95@gmail.com,F,2008-8-8,0,,,,,
72,Cecilia,Cardenas,,1,cecilia568@gmail.com,F,2006-8-25,0,,,,,
73,Pedro Manuel,Ricardo,Nisperuza,1,pedromanuel492@gmail.com,M,2010-3-1,0,,,,,
74,Beatriz Eugenia,Atencia,,1,beatrizeugenia500@gmail.com,F,2008-11-18,0,,,,,
75,William,Arrieta,Borja,1,william946@gmail.com,M,2004-2-26,0,,,,,
76,Jean Pierre,Perez,,1,jeanpierre870@gmail.com,M,2010-10-26,0,,,,,
77,Miller,Jimenez,Guerra,1,miller863@gmail.com,M,2007-10-14,0,,,,,
78,Alexandra Patricia,Hernandez,Calderon,1,alexandrapatricia106@gmail.com,F,2014-3-4,0,,,,,
79,Reinaldo Jesus,Perez,Carbajal,1,reinaldojesus139@gmail.com,M,2009-4-17,0,,,,,
80,Charles,Gonzalez,,1,charles659@gmail.com,M,2009-12-24,0,,,,,
81,Xiomara,Sierra,,1,xiomara256@gmail.com,F,2004-8-5,0,,,,,
82,Marta Elena,Romero,,1,martaelena679@gmail.com,F,2013-8-25,0,,,,,
83,Maria Emma,Guerrero,Martinez,1,mariaemma356@gmail.com,F,2007-11-8,0,,,,,
84,Hector Eduardo,Guerra,Jaraba,1,hectoreduardo438@gmail.com,M,2011-11-8,0,,,,,
85,Johan Fernando,Ruiz,,1,johanfernando92@gmail.com,M,2013-1-2,0,,,,,
86,John David,De La Rosa,Gutierrez,1,johndavid94@gmail.com,M,2005-3-19,0,,,,,
87,Oscar Julian,Lopez,,1,oscarjulian581@gmail.com,M,2014-11-15,0,,,,,
88,Maria Magdalena,Lopez,Luna,1,mariamagdalena225@gmail.com,F,2008-5-6,0,,,,,
89,Wilson Enrique,Arrieta,Chavez,1,wilsonenrique39@gmail.com,M,2008-12-13,0,,,,,
90,Jose Agustin,Martinez,Severiche,1,joseagustin169@gmail.com,M,2011-11-18,0,,,,,
91,Sandra Maria,Martinez,Herazo,1,sandramaria462@gmail.com,F,2009-12-1,0,,,,,
92,Felix Eduardo,Santos,Huerta,1,felixeduardo578@gmail.com,M,2004-3-22,0,,,,,
93,Blanca Margarita,Perez,,1,blancamargarita586@gmail.com,F,2005-2-15,0,,,,,
94,William Eduardo,Alvarez,,1,williameduardo313@gmail.com,M,2009-8-8,0,,,,,
95,Soraida,Herrera,De Paternina,1,soraida675@gmail.com,F,2011-11-23,0,,,,,
96,Lucelly,Huerta,Vasquez,1,lucelly142@gmail.com,F,2012-2-12,0,,,,,
97,Marisel,Nuã‘Ez,,1,marisel31@gmail.com,F,2010-10-17,0,,,,,
98,Jimmy Alexander,Asendra,Vergara,1,jimmyalexander783@gmail.com,M,2009-7-16,0,,,,,
99,Laura Manuela,Siolo,Lidueã‘A,1,lauramanuela493@gmail.com,F,2009-4-14,0,,,,,
100,Johana Andrea,Alvarez,Martinez,1,johanaandrea947@gmail.com,F,2013-12-6,0,,,,,
101,Giovanny,Coronado,Hernandez,1,giovanny992@gmail.com,M,2014-8-14,0,,,,,
102,Ana Victoria,Canchila,,1,anavictoria442@gmail.com,F,2007-9-24,0,,,,,
103,Vladimir,Vega,,1,vladimir363@gmail.com,M,2012-5-27,0,,,,,
104,Monica Alejandra,Alvarez,Hernandez,1,monicaalejandra187@gmail.com,F,2010-8-27,0,,,,,
105,Erika,Herrera,,1,erika994@gmail.com,F,2004-11-3,0,,,,,
106,Ana Catalina,Altamiranda,Bertel,1,anacatalina418@gmail.com,F,2015-12-28,0,,,,,
107,Jose Carmen,Calderon,,1,josecarmen458@gmail.com,M,2005-3-13,0,,,,,
108,Yalile,Mendez,Romero,1,yalile590@gmail.com,F,2005-1-23,0,,,,,
109,Jhon Freddy,Montalvo,Karol,1,jhonfreddy837@gmail.com,M,2008-12-14,0,,,,,
110,Maria Aracelly,Acosta,,1,mariaaracelly64@gmail.com,F,2010-7-19,0,,,,,
111,Amalfi,Suarez,Barreto,1,amalfi342@gmail.com,F,2006-5-5,0,,,,,
112,German Alberto,Meriã‘O,,1,germanalberto287@gmail.com,M,2008-3-22,0,,,,,
113,Yessica Alexandra,Naranjo,,1,yessicaalexandra99@gmail.com,F,2008-6-27,0,,,,,
114,Vanessa,Diaz,Loarte,1,vanessa350@gmail.com,F,2015-6-16,0,,,,,
115,John Fredy,Carrascal,,1,johnfredy857@gmail.com,M,2005-4-26,0,,,,,
116,Jean Pierre,Sequeda,,1,jeanpierre123@gmail.com,M,2008-7-3,0,,,,,
117,Maria Lucero,Lara,,1,marialucero394@gmail.com,F,2007-11-5,0,,,,,
118,Deiby,Barboza,,1,deiby835@gmail.com,M,2013-5-20,0,,,,,
119,Johana Marcela,Romero,Nuã‘Ez,1,johanamarcela468@gmail.com,F,2006-5-9,0,,,,,
120,Fernando Andres,Mercado,,1,fernandoandres104@gmail.com,M,2010-10-7,0,,,,,
121,Carlos,Benitez,Padilla,1,carlos14@gmail.com,M,2015-5-8,0,,,,,
122,John Javier,Cordoba,Bermudez,1,johnjavier488@gmail.com,M,2012-12-14,0,,,,,
123,Maria Esther,Fernandez,Florez,1,mariaesther443@gmail.com,F,2012-12-25,0,,,,,
124,Maria Lourdes,Ruiz,,1,marialourdes380@gmail.com,F,2009-1-10,0,,,,,
125,Arles,Perez,Ospina,1,arles283@gmail.com,M,2008-4-10,0,,,,,
126,Luis David,Molinares,Leguia,1,luisdavid852@gmail.com,M,2009-2-28,0,,,,,
127,Giovanny Alexander,Berrio,Aleman,1,giovannyalexander787@gmail.com,M,2014-9-8,0,,,,,
128,Javier Felipe,Ortega,,1,javierfelipe499@gmail.com,M,2010-6-14,0,,,,,
129,Maria Daniela,Barreto,Montalvo,1,mariadaniela831@gmail.com,F,2015-5-19,0,,,,,
130,Karen Sofia,Montes,Aconcho,1,karensofia693@gmail.com,F,2007-7-14,0,,,,,
131,Erika Johana,Morales,,1,erikajohana856@gmail.com,F,2012-12-13,0,,,,,
132,Emilce,Reyes,,1,emilce895@gmail.com,F,2013-5-14,0,,,,,
133,Ezequiel,Marin,,1,ezequiel312@gmail.com,M,2007-4-17,0,,,,,
134,Ana Libia,Borja,Pacheco,1,analibia408@gmail.com,F,2007-6-27,0,,,,,
135,Guido,Rodriguez,,1,guido688@gmail.com,M,2015-12-14,0,,,,,
136,Ï»¿Sandra Milena,Pereira,,1,ï»¿sandramilena460@gmail.com,F,2010-1-26,0,,,,,
137,Adriana Patricia,Lidueã‘A,Juez,1,adrianapatricia18@gmail.com,F,2007-3-5,0,,,,,
138,Oscar Julian,Marquez,Martinez,1,oscarjulian165@gmail.com,M,2012-1-3,0,,,,,
139,Jaime Augusto,Arroyave,,1,jaimeaugusto524@gmail.com,M,2013-5-18,0,,,,,
140,Marta Liliana,Torres,Pacheco,1,martaliliana333@gmail.com,F,2013-8-16,0,,,,,
141,David Mauricio,Montalvo,Salazar,1,davidmauricio562@gmail.com,M,2009-8-17,0,,,,,
142,Claudia Milena,Lara,Martinez,1,claudiamilena179@gmail.com,F,2004-3-26,0,,,,,
143,Willington,Herazo,,1,willington136@gmail.com,M,2007-7-27,0,,,,,
144,John Sebastian,Cardenas,Ortega,1,johnsebastian21@gmail.com,M,2011-10-17,0,,,,,
145,Marco,Barreto,Martinez,1,marco449@gmail.com,M,2015-6-16,0,,,,,
146,Edgar Humberto,Rios,,1,edgarhumberto95@gmail.com,M,2013-1-4,0,,,,,
147,Victor Manuel,Benitez,Martinez,1,victormanuel357@gmail.com,M,2013-11-23,0,,,,,
148,Alexander,Navarro,,1,alexander330@gmail.com,M,2006-5-11,0,,,,,
149,Libia Maria,Romero,Mercado,1,libiamaria134@gmail.com,F,2014-2-2,0,,,,,
150,Irma,De Dominguez,Galeano,1,irma207@gmail.com,F,2009-1-18,0,,,,,
151,Jeison,Severiche,Toro,1,jeison152@gmail.com,M,2010-12-7,0,,,,,
152,Irene,Navarro,,1,irene275@gmail.com,F,2011-9-15,0,,,,,
153,Ariel,Suarez,,1,ariel435@gmail.com,M,2011-1-2,0,,,,,
154,Nicolas,Martinez,Mercado,1,nicolas204@gmail.com,M,2008-8-7,0,,,,,
155,Sebastian Felipe,Sierra,,1,sebastianfelipe830@gmail.com,M,2005-2-18,0,,,,,
156,Gladis,Murillo,,1,gladis161@gmail.com,F,2007-11-22,0,,,,,
157,Angela Lucia,Salcedo,Jimenez,1,angelalucia542@gmail.com,F,2015-10-4,0,,,,,
158,Maria Gladys,Peã‘Afiel,,1,mariagladys326@gmail.com,F,2015-7-19,0,,,,,
159,Juana Valentina,Arias,,1,juanavalentina579@gmail.com,F,2014-10-5,0,,,,,
160,Yina Paola,Ricardo,Sandoval,1,yinapaola606@gmail.com,F,2013-1-17,0,,,,,
161,Braian,Blanquicet,,1,braian972@gmail.com,M,2015-7-25,0,,,,,
162,Karol,Arias,Vergara,1,karol420@gmail.com,F,2006-5-16,0,,,,,
163,German David,Ruiz,Fonseca,1,germandavid938@gmail.com,M,2008-12-18,0,,,,,
164,Nerea,Herrera,,1,nerea133@gmail.com,F,2012-7-1,0,,,,,
165,Cindy Lorena,Ramos,Garcia,1,cindylorena237@gmail.com,F,2015-4-9,0,,,,,
166,Yurani,Garcia,Castro,1,yurani152@gmail.com,F,2007-1-12,0,,,,,
167,Hernando Jesus,Arias,Triana,1,hernandojesus589@gmail.com,M,2005-2-27,0,,,,,
168,Alba Nubia,Pila,Diaz,1,albanubia677@gmail.com,F,2007-6-4,0,,,,,
169,Michell,Julio,,1,michell138@gmail.com,F,2013-5-17,0,,,,,
170,Jhon Faber,Hoyos,,1,jhonfaber405@gmail.com,M,2015-8-12,0,,,,,
171,Yenifer,Mestra,,1,yenifer137@gmail.com,F,2006-4-1,0,,,,,
172,Hernando,Arias,Altamar,1,hernando619@gmail.com,M,2006-4-25,0,,,,,
173,Camilo Arturo,Cuadros,,1,camiloarturo669@gmail.com,M,2005-1-20,0,,,,,
174,Tatiana Marcela,Ojeda,Diaz,1,tatianamarcela720@gmail.com,F,2010-6-27,0,,,,,
175,Joseph,Torres,,1,joseph34@gmail.com,M,2006-10-14,0,,,,,
176,Carlos Felipe,Rocha,,1,carlosfelipe612@gmail.com,M,2008-9-23,0,,,,,
177,Leidy Daniela,Marquez,Rodriguez,1,leidydaniela757@gmail.com,F,2013-4-2,0,,,,,
178,Gloria,Farrayans,,1,gloria371@gmail.com,F,2013-1-27,0,,,,,
179,Jose William,Rodriguez,,1,josewilliam702@gmail.com,M,2014-5-4,0,,,,,
180,Alba Ines,Diaz,,1,albaines294@gmail.com,F,2005-11-13,0,,,,,
181,Yerson,Morales,Perez,1,yerson468@gmail.com,M,2010-11-13,0,,,,,
182,Gloria Cecilia,Diaz,Rodelo,1,gloriacecilia402@gmail.com,F,2008-5-23,0,,,,,
183,Cristhian Eduardo,Castro,,1,cristhianeduardo625@gmail.com,M,2013-2-6,0,,,,,
184,Oscar Javier,Alvarez,,1,oscarjavier183@gmail.com,M,2007-5-27,0,,,,,
185,Abraham,Diaz,,1,abraham890@gmail.com,M,2013-8-4,0,,,,,
186,Ernesto Jesus,Diã‘Eres,Simanca,1,ernestojesus889@gmail.com,M,2008-1-17,0,,,,,
187,Luz Enith,Paternina,,1,luzenith416@gmail.com,F,2011-7-3,0,,,,,
188,Jhon James,De Medrano,Chavez,1,jhonjames655@gmail.com,M,2007-3-17,0,,,,,
189,Nolberto,Perez,,1,nolberto681@gmail.com,M,2005-7-8,0,,,,,
190,Ernesto Jesus,Ricardo,,1,ernestojesus7@gmail.com,M,2009-5-7,0,,,,,
191,Salome,Fernandez,,1,salome523@gmail.com,F,2015-8-28,0,,,,,
192,Liliana Andrea,Menco,,1,lilianaandrea963@gmail.com,F,2015-6-8,0,,,,,
193,Aura Maria,Narvaez,,1,auramaria638@gmail.com,F,2015-5-9,0,,,,,
194,Rafael Angel,Barreto,Olivera,1,rafaelangel215@gmail.com,M,2005-8-27,0,,,,,
195,Jean Pierre,Berrio,Diã‘Eres,1,jeanpierre84@gmail.com,M,2005-6-15,0,,,,,
196,Alba Rocio,Soto,Arrieta,1,albarocio351@gmail.com,F,2015-3-26,0,,,,,
197,Julian Ricardo,Mercado,Martinez,1,julianricardo785@gmail.com,M,2012-2-5,0,,,,,
198,Esperanza,Ortega,,1,esperanza991@gmail.com,F,2015-4-28,0,,,,,
199,Farid,Sandoval,,1,farid491@gmail.com,M,2005-6-17,0,,,,,
200,Kelly Tatiana,Villa,,1,kellytatiana361@gmail.com,F,2008-4-14,0,,,,,
201,Blanca Doris,Corrales,,1,blancadoris782@gmail.com,F,2005-2-13,0,,,,,
202,Wilber,Osorio,,1,wilber978@gmail.com,M,2012-8-21,0,,,,,
203,Juan Rafael,Ortiz,,1,juanrafael348@gmail.com,M,2004-4-24,0,,,,,
204,Edwin Alejandro,Barragan,,1,edwinalejandro839@gmail.com,M,2008-3-19,0,,,,,
205,Bertha Lucia,Imitola,,1,berthalucia704@gmail.com,F,2014-11-17,0,,,,,
206,Horacio,Vergara,Santos,1,horacio74@gmail.com,M,2009-12-3,0,,,,,
207,David Andres,Pacheco,,1,davidandres962@gmail.com,M,2013-11-19,0,,,,,
208,Sonia Patricia,De Mejia,Rodriguez,1,soniapatricia169@gmail.com,F,2012-11-8,0,,,,,
209,Miguel Eduardo,Bertel,Rodriguez,1,migueleduardo421@gmail.com,M,2006-12-22,0,,,,,
210,Danny Alexander,Zuã‘Iga,,1,dannyalexander742@gmail.com,M,2005-3-25,0,,,,,
211,Sonia Andrea,Castillo,Mangones,1,soniaandrea634@gmail.com,F,2004-12-17,0,,,,,
212,Steven,Diaz,,1,steven534@gmail.com,M,2008-2-26,0,,,,,
213,Ramon Alberto,Cardenas,Leiton,1,ramonalberto119@gmail.com,M,2004-4-18,0,,,,,
214,Evelyn,Monterroza,,1,evelyn11@gmail.com,F,2015-2-17,0,,,,,
215,Jose Giovanny,Parra,Eliaz,1,josegiovanny756@gmail.com,M,2008-5-14,0,,,,,
216,Lilia Maria,Camargo,Londoã‘O,1,liliamaria882@gmail.com,F,2005-5-7,0,,,,,
217,Ademir,Atencia,Herrera,1,ademir54@gmail.com,M,2012-6-10,0,,,,,
218,Oscar Adolfo,Perez,Barrios,1,oscaradolfo378@gmail.com,M,2015-4-13,0,,,,,
219,Viviana Alexandra,Sanchez,Herazo,1,vivianaalexandra364@gmail.com,F,2005-6-20,0,,,,,
220,John Edison,Diaz,,1,johnedison986@gmail.com,M,2013-3-14,0,,,,,
221,Yadira,Corpas,Muã‘Oz,1,yadira630@gmail.com,F,2012-5-3,0,,,,,
222,Jhon Mario,Arias,Perez,1,jhonmario402@gmail.com,M,2010-10-26,0,,,,,
223,Jair,Pacheco,,1,jair629@gmail.com,M,2010-6-20,0,,,,,
224,Elsa,Marquez,Monterroza,1,elsa158@gmail.com,F,2015-4-17,0,,,,,
225,Luis Gilberto,Osorio,,1,luisgilberto921@gmail.com,M,2010-4-19,0,,,,,
226,Steven Andres,Altamiranda,Julio,1,stevenandres86@gmail.com,M,2009-4-6,0,,,,,
227,Jessica Alejandra,Martinez,,1,jessicaalejandra141@gmail.com,F,2004-12-10,0,,,,,
228,Arlex,Jaraba,,1,arlex169@gmail.com,M,2013-5-1,0,,,,,
229,Yeison,Ruiz,,1,yeison609@gmail.com,M,2005-10-24,0,,,,,
230,Freddy Alberto,Agudelo,,1,freddyalberto702@gmail.com,M,2008-2-22,0,,,,,
231,Mayra Alexandra,Caldera,Angulo,1,mayraalexandra327@gmail.com,F,2010-2-18,0,,,,,
232,Jose Saul,Teran,Ayala,1,josesaul539@gmail.com,M,2011-7-19,0,,,,,
233,Gerardo Antonio,Mercado,,1,gerardoantonio333@gmail.com,M,2010-5-27,0,,,,,
234,Jorge Anibal,Villa,,1,jorgeanibal426@gmail.com,M,2010-4-19,0,,,,,
235,Miguel Alberto,Novoa,Arias,1,miguelalberto445@gmail.com,M,2006-12-23,0,,,,,
236,Lilibeth,Romero,,1,lilibeth864@gmail.com,F,2010-8-18,0,,,,,
237,Maria Susana,Hurtado,,1,mariasusana21@gmail.com,F,2004-10-2,0,,,,,
238,Cesar,Olivera,,1,cesar158@gmail.com,M,2008-9-17,0,,,,,
239,Jeison Alexander,Chavez,Murillo,1,jeisonalexander332@gmail.com,M,2009-5-13,0,,,,,
240,Carmen Elisa,Camargo,,1,carmenelisa411@gmail.com,F,2014-7-19,0,,,,,
241,Brayan Stiven,Melendres,Diaz,1,brayanstiven448@gmail.com,M,2012-6-20,0,,,,,
242,Maricela,Meza,Luna,1,maricela350@gmail.com,F,2005-9-12,0,,,,,
243,Hector Eduardo,De Vides,Hernandez,1,hectoreduardo885@gmail.com,M,2010-10-7,0,,,,,
244,Danna,Ramos,Acevedo,1,danna651@gmail.com,F,2015-11-28,0,,,,,
245,Cristian Leonardo,Paternina,Pacheco,1,cristianleonardo417@gmail.com,M,2009-3-14,0,,,,,
246,Oscar Enrique,Diaz,,1,oscarenrique538@gmail.com,M,2004-6-16,0,,,,,
247,Laura Camila,Mendoza,Ensuncho,1,lauracamila672@gmail.com,F,2014-10-4,0,,,,,
248,Norbey,Herrera,,1,norbey751@gmail.com,M,2007-12-24,0,,,,,
249,Yasmin,Berrio,Cardenas,1,yasmin888@gmail.com,F,2011-2-19,0,,,,,
250,Ricardo Alfonso,Acosta,Martinez,1,ricardoalfonso841@gmail.com,M,2009-1-13,0,,,,,
251,Diana Janeth,Naar,Mercado,1,dianajaneth747@gmail.com,F,2014-7-19,0,,,,,
252,Gustavo Jesus,Higuita,Martinez,1,gustavojesus375@gmail.com,M,2015-2-22,0,,,,,
253,Carlos Esteban,Alvarez,,1,carlosesteban881@gmail.com,M,2006-4-26,0,,,,,
254,Andres Alfonso,Polo,,1,andresalfonso449@gmail.com,M,2013-10-19,0,,,,,
255,Danna Sofia,Camargo,,1,dannasofia732@gmail.com,F,2014-3-2,0,,,,,
256,David Julian,Valle,Garay,1,davidjulian731@gmail.com,M,2007-4-15,0,,,,,
257,Jorge Isaac,Ruiz,,1,jorgeisaac62@gmail.com,M,2013-3-3,0,,,,,
258,Julio,Espitia,,1,julio984@gmail.com,M,2011-11-25,0,,,,,
259,Roger Alexander,Ortega,,1,rogeralexander489@gmail.com,M,2007-4-7,0,,,,,
260,Luis Henry,Ortiz,,1,luishenry517@gmail.com,M,2005-3-11,0,,,,,
261,Marcela Pilar,Carrascal,Gonzalez,1,marcelapilar664@gmail.com,F,2005-2-10,0,,,,,
262,Yovanna,Suarez,Balcazar,1,yovanna994@gmail.com,F,2010-9-21,0,,,,,
263,Rodolfo Andres,Salcedo,,1,rodolfoandres966@gmail.com,M,2010-8-26,0,,,,,
264,Eliana Marcela,Avila,Mendivil,1,elianamarcela228@gmail.com,F,2013-7-11,0,,,,,
265,Fabio Antonio,Calvo,,1,fabioantonio304@gmail.com,M,2010-2-15,0,,,,,
266,Rocio,Diaz,,1,rocio689@gmail.com,F,2008-4-13,0,,,,,
267,Ï»¿Sandra Milena,Arrieta,,1,ï»¿sandramilena69@gmail.com,F,2006-2-1,0,,,,,
268,Diana Pilar,Rivero,Martinez,1,dianapilar184@gmail.com,F,2005-1-15,0,,,,,
269,William Antonio,Cardenas,Canchila,1,williamantonio762@gmail.com,M,2008-3-14,0,,,,,
270,Leidy Alejandra,Martinez,Contreras,1,leidyalejandra993@gmail.com,F,2005-12-25,0,,,,,
271,Jose Henry,Tamara,,1,josehenry728@gmail.com,M,2011-12-11,0,,,,,
272,Carmen Julia,Romero,Narvaez,1,carmenjulia743@gmail.com,F,2010-8-26,0,,,,,
273,Marilin,Perez,Leiton,1,marilin279@gmail.com,F,2011-11-9,0,,,,,
274,Claudia Lorena,Barreto,,1,claudialorena17@gmail.com,F,2014-5-13,0,,,,,
275,Carmen Emilia,Gonzalez,Clemente,1,carmenemilia797@gmail.com,F,2014-2-20,0,,,,,
276,Julian Dario,Romero,Viera,1,juliandario34@gmail.com,M,2015-3-26,0,,,,,
277,Liliana Maria,Nuã‘Ez,Marquez,1,lilianamaria311@gmail.com,F,2011-6-13,0,,,,,
278,Gustavo Alfonso,Gamarra,Reyes,1,gustavoalfonso933@gmail.com,M,2011-9-21,0,,,,,
279,Alexis,Viera,Ossa,1,alexis719@gmail.com,M,2012-3-19,0,,,,,
280,Wilson Javier,Simanca,Martinez,1,wilsonjavier982@gmail.com,M,2008-7-28,0,,,,,
281,July Andrea,Espitia,,1,julyandrea71@gmail.com,F,2011-4-3,0,,,,,
282,Nicole,Gomez,,1,nicole266@gmail.com,F,2005-1-12,0,,,,,
283,Luis Albeiro,Diaz,Cuello,1,luisalbeiro538@gmail.com,M,2007-10-5,0,,,,,
284,Cesar Alberto,Alvarez,Marquez,1,cesaralberto904@gmail.com,M,2012-7-2,0,,,,,
285,Wilmer Andres,Teheran,Arias,1,wilmerandres713@gmail.com,M,2014-5-9,0,,,,,
